STATEICP,DEGFIELDD,EDUCD,OCC_CODE,INCTOT,SEX,AGE,STATE,EDUCATION_LABEL,DEGFIELDD_NAME
71,6107,114,291141,105215,Female,27,California,Master's degree,Athletic Training
71,5200,114,119030,129766,Male,44,California,Master's degree,Fine Arts
71,6108,115,291051,163668,Male,30,California,Professional degree,Therapeutic Sciences
71,5200,101,171011,116906,Female,28,California,Bachelor's degree,Fine Arts
71,6107,114,291141,146132,Female,36,California,Master's degree,Athletic Training
71,6199,101,113131,177779,Female,64,California,Bachelor's degree,Miscellaneous Medical Sciences
71,6109,114,291071,175359,Male,31,California,Master's degree,Mental Health Services
71,5007,116,172110,151978,Male,32,California,Doctoral degree,Humanities
71,3301,101,002740,133273,Male,37,California,Bachelor's degree,Social Work
71,3600,115,119030,664143,Female,46,California,Professional degree,Chemistry
71,5506,101,111021,111061,Male,37,California,Bachelor's degree,International Business
71,2400,116,192099,187283,Male,49,California,Doctoral degree,Engineering
71,5507,114,252020,116906,Female,37,California,Master's degree,Business Administration
71,2300,101,172011,116906,Male,38,California,Bachelor's degree,Education
71,3301,114,254022,102877,Male,56,California,Master's degree,Social Work
71,2408,101,151211,144963,Female,34,California,Bachelor's degree,Electrical Engineering
71,1501,101,131070,660519,Female,53,California,Bachelor's degree,"Area, Ethnic, and Civilization Studies"
71,6107,114,411012,177697,Female,51,California,Master's degree,Athletic Training
71,6402,101,001110,108021,Female,68,California,Bachelor's degree,Human Development
71,1301,101,471011,100539,Male,38,California,Bachelor's degree,Environmental Science
71,3301,114,119030,102877,Female,51,California,Master's degree,Social Work
71,2102,114,151254,105215,Female,37,California,Master's degree,Computer Science
71,6002,101,113121,231123,Female,42,California,Bachelor's degree,Health Administration
71,5507,101,119030,111061,Male,45,California,Bachelor's degree,Business Administration
71,2502,115,119021,233812,Male,55,California,Professional degree,Electrical Engineering Tech
71,2419,114,001721,100539,Female,28,California,Master's degree,Robotics Engineering
71,6201,114,132011,128608,Female,41,California,Master's degree,Clinical Psychology
71,6402,114,131082,139118,Female,44,California,Master's degree,Human Development
71,6107,114,291141,119244,Female,66,California,Master's degree,Athletic Training
71,2308,114,119030,110172,Male,45,California,Master's degree,Science Education
71,6402,115,291071,140287,Male,35,California,Professional degree,Human Development
71,6107,114,119111,345457,Female,65,California,Master's degree,Athletic Training
71,2499,114,113031,236150,Male,41,California,Master's degree,Engineering Technologies
71,3600,101,291141,105215,Female,28,California,Bachelor's degree,Chemistry
71,6110,114,119030,113866,Male,53,California,Master's degree,Community Health Services
71,2602,114,252020,117023,Male,67,California,Master's degree,Biochemistry
71,6103,116,119111,146132,Male,41,California,Doctoral degree,Pharmacy Technician
71,3401,101,252020,100539,Female,40,California,Bachelor's degree,Physical Sciences
71,5301,101,331021,335520,Male,48,California,Bachelor's degree,Business Administration
71,5500,114,119030,154316,Male,42,California,Master's degree,Management Information Systems
71,5505,114,252020,109892,Male,58,California,Master's degree,Entrepreneurship
71,6203,101,252030,120413,Female,58,California,Bachelor's degree,Developmental Psychology
71,2400,114,111021,105215,Female,25,California,Master's degree,Engineering
71,2408,101,001191,204585,Male,37,California,Bachelor's degree,Electrical Engineering
71,5004,101,001191,129766,Female,64,California,Bachelor's degree,Comparative Literature
71,6200,101,414010,292265,Male,35,California,Bachelor's degree,Psychology
71,6107,114,291141,156420,Male,74,California,Master's degree,Athletic Training
71,2107,101,211012,105215,Male,47,California,Bachelor's degree,Computer Networking
71,1100,116,272042,147302,Male,70,California,Doctoral degree,Agriculture
71,6110,114,291141,116906,Female,64,California,Master's degree,Community Health Services
71,6107,101,291141,140287,Female,43,California,Bachelor's degree,Athletic Training
71,2406,114,001721,105800,Male,30,California,Master's degree,Civil Engineering
71,3401,101,252020,122751,Female,52,California,Bachelor's degree,Physical Sciences
71,4901,101,132011,149289,Male,59,California,Bachelor's degree,Mechanical Engineering
71,4901,114,113031,128597,Male,28,California,Master's degree,Mechanical Engineering
71,3401,114,252020,111061,Female,49,California,Master's degree,Physical Sciences
71,6200,115,252030,213938,Male,45,California,Professional degree,Psychology
71,6211,101,132052,274729,Female,59,California,Bachelor's degree,Counseling Psychology
71,6402,115,131082,190557,Female,39,California,Professional degree,Human Development
71,5501,114,132011,216744,Female,50,California,Master's degree,Marketing
71,3600,114,172131,575177,Male,30,California,Master's degree,Chemistry
71,4801,115,002310,114217,Female,46,California,Professional degree,Law and Legal Studies
71,5506,101,436014,137949,Male,51,California,Bachelor's degree,International Business
71,3600,114,151299,104046,Male,24,California,Master's degree,Chemistry
71,3700,101,132052,239657,Female,41,California,Bachelor's degree,Social Sciences
71,2102,101,151252,116906,Male,29,California,Bachelor's degree,Computer Science
71,3606,101,292010,132104,Female,43,California,Bachelor's degree,Planetary Science
71,2599,101,113021,133624,Male,70,California,Bachelor's degree,Miscellaneous Engineering Tech
71,3301,114,002590,118075,Female,40,California,Master's degree,Social Work
71,5200,116,251000,146132,Female,65,California,Doctoral degree,Fine Arts
71,5006,101,532010,140521,Female,29,California,Bachelor's degree,Religious Studies
71,6204,101,001191,112230,Female,28,California,Bachelor's degree,Cognitive Psychology
71,6203,114,291071,219783,Male,43,California,Master's degree,Developmental Psychology
71,3605,101,291141,116906,Female,35,California,Bachelor's degree,Meteorology
71,2308,115,252030,146132,Female,70,California,Professional degree,Science Education
71,2408,114,001721,216276,Male,71,California,Master's degree,Electrical Engineering
71,6105,115,292034,134442,Male,41,California,Professional degree,Biomedical Sciences
71,6107,116,291210,116906,Male,33,California,Doctoral degree,Athletic Training
71,2901,101,433071,140287,Male,23,California,Bachelor's degree,Mathematics
71,2406,101,172051,132104,Male,49,California,Bachelor's degree,Civil Engineering
71,4007,101,439061,102877,Female,33,California,Bachelor's degree,Public Policy
71,2399,101,017302,137949,Male,57,California,Bachelor's degree,Miscellaneous Education
71,2400,114,113121,151978,Male,35,California,Master's degree,Engineering
71,1901,114,002310,198775,Female,51,California,Master's degree,Communications
71,6203,101,119151,101708,Male,37,California,Bachelor's degree,Developmental Psychology
71,3401,114,119030,105215,Female,35,California,Master's degree,Physical Sciences
71,2102,114,113021,168345,Male,61,California,Master's degree,Computer Science
71,5507,101,331011,102877,Female,44,California,Bachelor's degree,Business Administration
71,1401,101,171011,107554,Male,33,California,Bachelor's degree,Architecture
71,5501,101,002530,128597,Male,34,California,Bachelor's degree,Marketing
71,5200,114,119030,141456,Male,37,California,Master's degree,Fine Arts
71,6107,101,291141,175359,Female,43,California,Bachelor's degree,Athletic Training
71,3700,114,131070,189388,Male,52,California,Master's degree,Social Sciences
71,2300,114,131041,130935,Male,47,California,Master's degree,Education
71,2402,115,171011,211249,Male,37,California,Professional degree,Biological Engineering
71,5200,114,211014,111061,Male,38,California,Master's degree,Fine Arts
71,1303,116,192099,158992,Male,47,California,Doctoral degree,Natural Resources Management
71,2408,114,001721,231123,Male,38,California,Master's degree,Electrical Engineering
71,6104,114,151212,107554,Male,43,California,Master's degree,Radiological Sciences
71,2407,114,001191,157823,Female,29,California,Master's degree,Computer Engineering
71,6203,114,519061,111061,Male,45,California,Master's degree,Developmental Psychology
71,2100,114,151230,118075,Male,51,California,Master's degree,Computer Science and IT
71,5301,101,119041,140287,Male,51,California,Bachelor's degree,Business Administration
71,6200,101,132011,175359,Female,25,California,Bachelor's degree,Psychology
71,6107,101,291141,166474,Female,36,California,Bachelor's degree,Athletic Training
71,6207,114,112022,660519,Male,47,California,Master's degree,Educational Psychology
71,5506,114,252020,111061,Male,61,California,Master's degree,International Business
71,2408,114,412031,154316,Male,35,California,Master's degree,Electrical Engineering
71,2102,101,001191,317984,Male,25,California,Bachelor's degree,Computer Science
71,6212,101,472070,109892,Male,26,California,Bachelor's degree,Abnormal Psychology
71,3608,101,119111,188219,Male,27,California,Bachelor's degree,Atmospheric Science
71,3302,116,251000,100539,Female,37,California,Doctoral degree,Public Administration
71,2102,114,259040,111061,Male,35,California,Master's degree,Computer Science
71,2414,114,172011,127428,Male,61,California,Master's degree,Mining Engineering
71,2400,114,172131,146132,Male,59,California,Master's degree,Engineering
71,5200,114,431011,106384,Female,36,California,Master's degree,Fine Arts
71,3601,115,291210,251348,Male,70,California,Professional degree,Geology
71,1103,115,291131,116906,Female,27,California,Professional degree,Animal Sciences
71,6004,101,132051,233812,Female,32,California,Bachelor's degree,Medical Assisting
71,3301,114,252030,115737,Male,48,California,Master's degree,Social Work
71,6000,114,252020,106384,Female,36,California,Master's degree,Nursing
71,2102,114,113021,102877,Female,27,California,Master's degree,Computer Science
71,5007,101,151252,192895,Male,61,California,Bachelor's degree,Humanities
71,2414,101,151252,100072,Male,27,California,Bachelor's degree,Mining Engineering
71,5098,101,001191,116906,Female,56,California,Bachelor's degree,Miscellaneous Humanities
71,3600,114,029112,153965,Female,56,California,Master's degree,Chemistry
71,1301,101,412010,116906,Male,27,California,Bachelor's degree,Environmental Science
71,6203,101,273042,272917,Male,55,California,Bachelor's degree,Developmental Psychology
71,2406,114,151221,157823,Male,26,California,Master's degree,Civil Engineering
71,2409,114,151252,140404,Male,27,California,Master's degree,Environmental Engineering
71,6107,114,002911,140287,Female,39,California,Master's degree,Athletic Training
71,6203,114,333050,116906,Female,35,California,Master's degree,Developmental Psychology
71,2401,101,001721,120413,Male,29,California,Bachelor's degree,Aerospace Engineering
71,5500,114,252020,112230,Female,48,California,Master's degree,Management Information Systems
71,2102,114,251000,116906,Male,46,California,Master's degree,Computer Science
71,6107,114,291141,175359,Male,39,California,Master's degree,Athletic Training
71,6211,114,001191,216276,Male,46,California,Master's degree,Counseling Psychology
71,6200,114,131070,157823,Male,47,California,Master's degree,Psychology
71,3600,115,291051,268884,Female,60,California,Professional degree,Chemistry
71,5507,114,113021,129766,Female,42,California,Master's degree,Business Administration
71,2412,114,132070,140287,Male,28,California,Master's degree,Mechanical Engineering
71,5506,101,001191,104631,Male,30,California,Bachelor's degree,International Business
71,2304,114,113013,111061,Male,39,California,Master's degree,Elementary Education
71,5506,101,553010,163668,Male,28,California,Bachelor's degree,International Business
71,2409,114,151252,206924,Male,25,California,Master's degree,Environmental Engineering
71,3301,115,131082,210431,Male,26,California,Professional degree,Social Work
71,5500,114,252030,120413,Female,45,California,Master's degree,Management Information Systems
71,3702,101,119111,100890,Female,64,California,Bachelor's degree,Archaeology
71,5506,114,433071,137949,Male,23,California,Master's degree,International Business
71,2407,114,151252,222121,Male,39,California,Master's degree,Computer Engineering
71,6203,101,119141,198880,Male,48,California,Bachelor's degree,Developmental Psychology
71,3601,114,291141,134442,Female,48,California,Master's degree,Geology
71,2399,114,131081,128597,Male,40,California,Master's degree,Miscellaneous Education
71,6107,101,291141,187050,Female,41,California,Bachelor's degree,Athletic Training
71,5404,114,414010,105215,Female,44,California,Master's degree,Human Resources
71,5404,114,119030,171969,Female,65,California,Master's degree,Human Resources
71,6107,101,291141,157823,Female,47,California,Bachelor's degree,Athletic Training
71,6107,101,251000,109892,Female,33,California,Bachelor's degree,Athletic Training
71,1301,114,273041,157005,Female,48,California,Master's degree,Environmental Science
71,6107,114,291141,660519,Female,43,California,Master's degree,Athletic Training
71,2102,114,151252,140287,Male,25,California,Master's degree,Computer Science
71,5505,114,132011,102877,Female,31,California,Master's degree,Entrepreneurship
71,2408,101,001191,175359,Male,53,California,Bachelor's degree,Electrical Engineering
71,2107,101,439041,134442,Male,39,California,Bachelor's degree,Computer Networking
71,2408,101,172051,105215,Male,58,California,Bachelor's degree,Electrical Engineering
71,6107,101,291141,122751,Female,44,California,Bachelor's degree,Athletic Training
71,5301,114,252020,111061,Female,37,California,Master's degree,Business Administration
71,6209,101,291141,100539,Female,54,California,Bachelor's degree,Experimental Psychology
71,2408,101,001721,140053,Male,56,California,Bachelor's degree,Electrical Engineering
71,2102,101,151230,130935,Female,45,California,Bachelor's degree,Computer Science
71,2408,101,001191,146132,Male,48,California,Bachelor's degree,Electrical Engineering
71,5200,115,001110,151276,Male,66,California,Professional degree,Fine Arts
71,6200,101,132070,320673,Male,36,California,Bachelor's degree,Psychology
71,2102,114,151252,187050,Female,33,California,Master's degree,Computer Science
71,3601,114,112022,125089,Female,50,California,Master's degree,Geology
71,5098,101,553010,106384,Male,27,California,Bachelor's degree,Miscellaneous Humanities
71,6107,101,291141,116906,Female,36,California,Bachelor's degree,Athletic Training
71,3401,115,252020,101708,Female,59,California,Professional degree,Physical Sciences
71,2102,114,259040,107554,Male,31,California,Master's degree,Computer Science
71,5502,101,131070,140287,Female,27,California,Bachelor's degree,Management Science
71,2414,101,001721,140287,Male,24,California,Bachelor's degree,Mining Engineering
71,2102,114,151252,169514,Male,46,California,Master's degree,Computer Science
71,2100,101,131111,140287,Male,60,California,Bachelor's degree,Computer Science and IT
71,2599,101,411012,128597,Male,52,California,Bachelor's degree,Miscellaneous Engineering Tech
71,2415,114,131111,151978,Female,48,California,Master's degree,Naval Architecture
71,2102,115,151252,146132,Female,51,California,Professional degree,Computer Science
71,6107,101,291141,112230,Female,30,California,Bachelor's degree,Athletic Training
71,5200,114,333050,151978,Male,29,California,Master's degree,Fine Arts
71,2408,101,113121,233812,Male,59,California,Bachelor's degree,Electrical Engineering
71,2406,114,151252,175359,Male,43,California,Master's degree,Civil Engineering
71,2306,114,252020,117070,Female,56,California,Master's degree,Physical and Health Education
71,5506,114,251000,124154,Male,28,California,Master's degree,International Business
71,4901,101,292035,233812,Male,27,California,Bachelor's degree,Mechanical Engineering
71,1401,101,111021,327337,Male,46,California,Bachelor's degree,Architecture
71,6107,101,001721,175944,Male,38,California,Bachelor's degree,Athletic Training
71,2107,101,434051,122751,Male,37,California,Bachelor's degree,Computer Networking
71,3600,116,291020,888836,Male,70,California,Doctoral degree,Chemistry
71,2403,114,172051,171408,Male,39,California,Master's degree,Architectural Engineering
71,5007,114,151211,116906,Male,56,California,Master's degree,Humanities
71,6107,114,119111,292265,Male,45,California,Master's degree,Athletic Training
71,5507,101,292034,660519,Female,36,California,Bachelor's degree,Business Administration
71,6203,101,119041,315646,Male,38,California,Bachelor's degree,Developmental Psychology
71,2400,114,151221,146132,Female,26,California,Master's degree,Engineering
71,6107,101,119111,146132,Female,56,California,Bachelor's degree,Athletic Training
71,2408,114,131111,195233,Male,49,California,Master's degree,Electrical Engineering
71,6207,101,131082,141222,Female,47,California,Bachelor's degree,Educational Psychology
71,5506,115,119030,128597,Female,48,California,Professional degree,International Business
71,5200,101,131070,100539,Female,46,California,Bachelor's degree,Fine Arts
71,2408,114,172011,118075,Male,36,California,Master's degree,Electrical Engineering
71,5506,101,112022,350718,Male,58,California,Bachelor's degree,International Business
71,2300,114,252030,116906,Female,49,California,Master's degree,Education
71,6107,101,291141,105215,Female,50,California,Bachelor's degree,Athletic Training
71,6107,114,291141,128597,Female,36,California,Master's degree,Athletic Training
71,6200,114,412010,105215,Female,36,California,Master's degree,Psychology
71,5504,101,131082,163668,Female,39,California,Bachelor's degree,Real Estate
71,6203,101,131041,114568,Female,48,California,Bachelor's degree,Developmental Psychology
71,2102,114,112022,233812,Female,35,California,Master's degree,Computer Science
71,5301,101,434051,161330,Male,34,California,Bachelor's degree,Business Administration
71,5507,114,151211,114568,Female,26,California,Master's degree,Business Administration
71,2414,114,113031,175359,Male,46,California,Master's degree,Mining Engineering
71,6201,114,252020,102176,Female,65,California,Master's degree,Clinical Psychology
71,2414,101,017301,350718,Male,33,California,Bachelor's degree,Mining Engineering
71,5501,114,413021,110476,Male,70,California,Master's degree,Marketing
71,6203,101,411012,117140,Male,33,California,Bachelor's degree,Developmental Psychology
71,3301,114,252020,115503,Male,43,California,Master's degree,Social Work
71,1901,114,211012,187050,Male,37,California,Master's degree,Communications
71,4801,101,333050,128597,Male,37,California,Bachelor's degree,Law and Legal Studies
71,5506,101,119030,140287,Male,55,California,Bachelor's degree,International Business
71,6107,115,291141,234981,Female,38,California,Professional degree,Athletic Training
71,3301,115,131082,660519,Male,38,California,Professional degree,Social Work
71,6200,114,131022,117491,Male,66,California,Master's degree,Psychology
71,6207,101,112021,288758,Female,42,California,Bachelor's degree,Educational Psychology
71,6201,101,433031,111061,Male,45,California,Bachelor's degree,Clinical Psychology
71,6201,101,132011,108723,Male,34,California,Bachelor's degree,Clinical Psychology
71,3402,101,273041,140287,Female,31,California,Bachelor's degree,Astronomy
71,2407,114,151252,134442,Male,30,California,Master's degree,Computer Engineering
71,6107,101,291141,100539,Female,28,California,Bachelor's degree,Athletic Training
71,2400,101,001721,108723,Male,31,California,Bachelor's degree,Engineering
71,6402,101,412031,660519,Male,53,California,Bachelor's degree,Human Development
71,5200,114,019303,122751,Female,61,California,Master's degree,Fine Arts
71,1901,101,151299,100539,Male,24,California,Bachelor's degree,Communications
71,2408,101,001721,128597,Male,46,California,Bachelor's degree,Electrical Engineering
71,6200,101,171011,130935,Male,54,California,Bachelor's degree,Psychology
71,5502,114,001191,137598,Male,47,California,Master's degree,Management Science
71,5505,101,001191,126258,Female,26,California,Bachelor's degree,Entrepreneurship
71,6201,101,151252,128597,Male,24,California,Bachelor's degree,Clinical Psychology
71,6211,101,414010,244334,Male,41,California,Bachelor's degree,Counseling Psychology
71,1501,115,291020,116906,Male,67,California,Professional degree,"Area, Ethnic, and Civilization Studies"
71,2001,101,433071,137949,Male,22,California,Bachelor's degree,Communication Technologies
71,6107,114,291141,102877,Male,29,California,Master's degree,Athletic Training
71,2406,114,001721,176528,Male,60,California,Master's degree,Civil Engineering
71,3603,114,002911,128597,Female,29,California,Master's degree,Oceanography
71,6402,114,252020,118075,Male,48,California,Master's degree,Human Development
71,6212,114,434051,140287,Female,54,California,Master's degree,Abnormal Psychology
71,6107,101,351012,100539,Female,30,California,Bachelor's degree,Athletic Training
71,5301,115,333050,257193,Male,48,California,Professional degree,Business Administration
71,6107,101,291141,146132,Female,46,California,Bachelor's degree,Athletic Training
71,2410,114,112021,233812,Female,35,California,Master's degree,Industrial Engineering
71,2412,114,111021,350718,Male,57,California,Master's degree,Mechanical Engineering
71,1901,101,131082,116906,Male,46,California,Bachelor's degree,Communications
71,2300,114,252020,116906,Female,40,California,Master's degree,Education
71,1902,115,151211,154316,Female,40,California,Professional degree,Journalism
71,1901,101,131111,100539,Female,32,California,Bachelor's degree,Communications
71,2408,114,001191,257193,Male,32,California,Master's degree,Electrical Engineering
71,2102,101,119041,667533,Male,55,California,Bachelor's degree,Computer Science
71,3401,116,001191,104046,Male,31,California,Doctoral degree,Physical Sciences
71,3700,114,132011,216311,Male,34,California,Master's degree,Social Sciences
71,2407,114,001721,292265,Male,28,California,Master's degree,Computer Engineering
71,2310,101,252020,113399,Male,36,California,Bachelor's degree,Special Education
71,2405,101,559830,105215,Male,31,California,Bachelor's degree,Chemical Engineering
71,3600,101,111021,111061,Male,64,California,Bachelor's degree,Chemistry
71,6201,114,132031,142625,Female,45,California,Master's degree,Clinical Psychology
71,2408,114,493040,117491,Male,52,California,Master's degree,Electrical Engineering
71,3700,114,151252,134559,Male,26,California,Master's degree,Social Sciences
71,5200,101,001721,116906,Female,27,California,Bachelor's degree,Fine Arts
71,6200,101,151230,116906,Female,30,California,Bachelor's degree,Psychology
71,6200,101,001191,140287,Male,37,California,Bachelor's degree,Psychology
71,3302,101,132082,434890,Male,44,California,Bachelor's degree,Public Administration
71,2601,114,132011,116906,Male,35,California,Master's degree,Biology
71,5301,101,333050,153965,Female,40,California,Bachelor's degree,Business Administration
71,2406,101,471011,1121128,Male,65,California,Bachelor's degree,Civil Engineering
71,6203,101,211029,128597,Female,34,California,Bachelor's degree,Developmental Psychology
71,2102,114,413021,156654,Male,55,California,Master's degree,Computer Science
71,6100,114,331021,327337,Male,53,California,Master's degree,General Medicine
71,2415,101,151252,163668,Male,39,California,Bachelor's degree,Naval Architecture
71,5501,114,151252,158992,Male,40,California,Master's degree,Marketing
71,6200,101,411012,116906,Male,43,California,Bachelor's degree,Psychology
71,2503,101,001191,157823,Male,61,California,Bachelor's degree,Industrial Production Tech
71,5501,101,151244,157823,Female,56,California,Bachelor's degree,Marketing
71,6107,101,291141,105215,Female,31,California,Bachelor's degree,Athletic Training
71,2407,101,131051,157823,Male,45,California,Bachelor's degree,Computer Engineering
71,6203,114,131111,128597,Female,27,California,Master's degree,Developmental Psychology
71,2300,115,252020,105215,Female,46,California,Professional degree,Education
71,5200,114,251000,151978,Female,46,California,Master's degree,Fine Arts
71,2304,101,419020,115737,Male,55,California,Bachelor's degree,Elementary Education
71,6107,114,119111,175359,Female,55,California,Master's degree,Athletic Training
71,1902,101,411012,216276,Male,62,California,Bachelor's degree,Journalism
71,6201,114,132011,181204,Female,31,California,Master's degree,Clinical Psychology
71,6200,101,131199,111061,Female,50,California,Bachelor's degree,Psychology
71,1100,114,252020,105215,Female,35,California,Master's degree,Agriculture
71,3401,114,119030,112230,Female,32,California,Master's degree,Physical Sciences
71,5301,114,333021,140287,Male,40,California,Master's degree,Business Administration
71,3600,114,119111,181204,Male,59,California,Master's degree,Chemistry
71,3401,114,419099,116906,Female,34,California,Master's degree,Physical Sciences
71,6201,101,131082,163668,Male,48,California,Bachelor's degree,Clinical Psychology
71,5004,114,019204,111061,Female,33,California,Master's degree,Comparative Literature
71,5200,114,211011,146132,Female,45,California,Master's degree,Fine Arts
71,6107,101,291141,105215,Female,28,California,Bachelor's degree,Athletic Training
71,2408,114,113051,146132,Male,33,California,Master's degree,Electrical Engineering
71,6203,101,411012,105215,Female,30,California,Bachelor's degree,Developmental Psychology
71,6299,114,151230,105239,Female,64,California,Master's degree,Miscellaneous Psychology
71,3401,114,194010,105215,Female,29,California,Master's degree,Physical Sciences
71,1401,101,172041,163668,Male,62,California,Bachelor's degree,Architecture
71,6107,101,119111,140287,Female,60,California,Bachelor's degree,Athletic Training
71,4006,101,002740,100539,Male,35,California,Bachelor's degree,Criminal Justice
71,6200,101,273041,116906,Male,42,California,Bachelor's degree,Psychology
71,2102,114,113031,105215,Male,32,California,Master's degree,Computer Science
71,6207,114,131111,157823,Female,57,California,Master's degree,Educational Psychology
71,6200,114,151230,122751,Male,55,California,Master's degree,Psychology
71,5301,101,331012,163668,Male,40,California,Bachelor's degree,Business Administration
71,4002,101,119111,198740,Female,56,California,Bachelor's degree,Political Science
71,3701,114,119030,106384,Male,41,California,Master's degree,Anthropology
71,2300,114,119030,116906,Female,42,California,Master's degree,Education
71,6109,114,291122,100539,Female,28,California,Master's degree,Mental Health Services
71,6203,114,001191,128597,Female,36,California,Master's degree,Developmental Psychology
71,6203,101,414010,176294,Female,55,California,Bachelor's degree,Developmental Psychology
71,2400,114,172051,350718,Male,55,California,Master's degree,Engineering
71,2310,114,433031,116906,Female,62,California,Master's degree,Special Education
71,6004,101,001191,257193,Female,55,California,Bachelor's degree,Medical Assisting
71,3601,116,251000,105215,Male,33,California,Doctoral degree,Geology
71,3600,115,002310,292265,Male,47,California,Professional degree,Chemistry
71,2408,114,411011,218614,Male,41,California,Master's degree,Electrical Engineering
71,5403,114,211029,102527,Female,41,California,Master's degree,Finance
71,6107,114,291141,280574,Female,49,California,Master's degree,Athletic Training
71,1501,116,119030,210431,Male,53,California,Doctoral degree,"Area, Ethnic, and Civilization Studies"
71,2414,101,172011,148471,Male,41,California,Bachelor's degree,Mining Engineering
71,3600,116,291051,151978,Male,42,California,Doctoral degree,Chemistry
71,5301,114,252030,105484,Female,53,California,Master's degree,Business Administration
71,2503,114,434051,660519,Male,48,California,Master's degree,Industrial Production Tech
71,5007,116,001721,175359,Male,60,California,Doctoral degree,Humanities
71,6107,114,119111,197805,Female,40,California,Master's degree,Athletic Training
71,2101,101,151252,151978,Male,33,California,Bachelor's degree,Computer Programming
71,2414,116,001721,369423,Male,52,California,Doctoral degree,Mining Engineering
71,6002,101,131199,107554,Female,52,California,Bachelor's degree,Health Administration
71,5507,114,119030,205404,Male,37,California,Master's degree,Business Administration
71,3600,116,001910,128597,Female,33,California,Doctoral degree,Chemistry
71,1301,101,131199,209262,Female,58,California,Bachelor's degree,Environmental Science
71,6107,114,291141,213938,Female,36,California,Master's degree,Athletic Training
71,6107,116,291141,146132,Female,46,California,Doctoral degree,Athletic Training
71,6402,114,132061,475457,Male,39,California,Master's degree,Human Development
71,2102,114,151251,152212,Male,64,California,Master's degree,Computer Science
71,5003,101,119111,100539,Female,58,California,Bachelor's degree,Foreign Languages
71,5003,116,119030,216276,Female,61,California,Doctoral degree,Foreign Languages
71,1401,101,412010,116906,Female,22,California,Bachelor's degree,Architecture
71,2400,101,131121,116906,Male,50,California,Bachelor's degree,Engineering
71,2408,101,151299,175534,Male,27,California,Bachelor's degree,Electrical Engineering
71,1401,114,001191,105215,Male,44,California,Master's degree,Architecture
71,6203,114,113021,176528,Male,48,California,Master's degree,Developmental Psychology
71,2406,115,151252,140287,Male,41,California,Professional degree,Civil Engineering
71,2102,101,412031,350718,Male,39,California,Bachelor's degree,Computer Science
71,2102,115,001110,198740,Male,29,California,Professional degree,Computer Science
71,5301,101,331021,159226,Male,53,California,Bachelor's degree,Business Administration
71,3700,114,171011,327921,Female,48,California,Master's degree,Social Sciences
71,5404,101,119021,176528,Female,25,California,Bachelor's degree,Human Resources
71,6203,114,419020,178282,Male,29,California,Master's degree,Developmental Psychology
71,6107,116,291071,105215,Male,55,California,Doctoral degree,Athletic Training
71,2408,101,151252,175359,Male,43,California,Bachelor's degree,Electrical Engineering
71,5098,101,391000,362409,Female,44,California,Bachelor's degree,Miscellaneous Humanities
71,5098,114,333050,151978,Male,44,California,Master's degree,Miscellaneous Humanities
71,2407,114,151252,105215,Male,34,California,Master's degree,Computer Engineering
71,6000,114,132052,122751,Male,51,California,Master's degree,Nursing
71,3600,101,191020,105215,Female,27,California,Bachelor's degree,Chemistry
71,6203,101,151230,113399,Female,28,California,Bachelor's degree,Developmental Psychology
71,3401,101,252020,116906,Female,45,California,Bachelor's degree,Physical Sciences
71,2901,101,001110,233812,Female,27,California,Bachelor's degree,Mathematics
71,5301,101,511011,105215,Male,36,California,Bachelor's degree,Business Administration
71,6200,101,151230,111295,Male,42,California,Bachelor's degree,Psychology
71,6001,101,151299,198740,Female,48,California,Bachelor's degree,Pharmacy
71,5301,101,333050,282912,Male,38,California,Bachelor's degree,Business Administration
71,2414,114,113021,225629,Male,46,California,Master's degree,Mining Engineering
71,6109,101,291123,123920,Male,40,California,Bachelor's degree,Mental Health Services
71,6107,101,291141,140287,Female,27,California,Bachelor's degree,Athletic Training
71,2401,115,414010,222121,Female,35,California,Professional degree,Aerospace Engineering
71,2400,101,172051,105215,Male,28,California,Bachelor's degree,Engineering
71,6201,101,113031,660519,Male,46,California,Bachelor's degree,Clinical Psychology
71,2414,101,131070,105215,Male,34,California,Bachelor's degree,Mining Engineering
71,6207,115,113031,234981,Male,43,California,Professional degree,Educational Psychology
71,6200,114,434051,181204,Male,30,California,Master's degree,Psychology
71,3601,115,434081,105215,Female,26,California,Professional degree,Geology
71,3609,115,119111,660519,Male,78,California,Professional degree,Environmental Science
71,3600,114,273041,104982,Male,32,California,Master's degree,Chemistry
71,5501,116,193011,128597,Female,45,California,Doctoral degree,Marketing
71,2400,116,291210,660519,Male,38,California,Doctoral degree,Engineering
71,6107,101,000439,190557,Male,45,California,Bachelor's degree,Athletic Training
71,3601,114,291141,151978,Male,45,California,Master's degree,Geology
71,4801,101,311122,660519,Male,26,California,Bachelor's degree,Law and Legal Studies
71,5301,101,493011,123453,Male,29,California,Bachelor's degree,Business Administration
71,6203,101,131082,175008,Male,47,California,Bachelor's degree,Developmental Psychology
71,5501,114,252030,116906,Male,51,California,Master's degree,Marketing
71,4002,114,001110,116906,Female,43,California,Master's degree,Political Science
71,2408,101,151299,140287,Male,38,California,Bachelor's degree,Electrical Engineering
71,2414,101,172011,101708,Male,24,California,Bachelor's degree,Mining Engineering
71,5200,101,291141,105215,Female,31,California,Bachelor's degree,Fine Arts
